	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr	mean	stdv
409	GO:0000723	0.4163285941884679	0.80246856064977	3	21	telomere maintenance	BP	1.0	3013.285714285714	2122.0069822347573
410	GO:0006744	0.4168719992734314	0.8418850534572936	2	13	ubiquinone biosynthetic process	BP	1.0	1594.6923076923076	582.5216251668107
411	GO:0042776	0.4179528601387468	0.9117656311785238	1	6	proton motive force-driven mitochondrial ATP synthesis	BP	1.0	1036.1666666666667	677.4539139716852
412	GO:0034462	0.418436789309187	0.9115372018384208	1	6	small-subunit processome assembly	BP	1.0	846.8333333333334	368.58893846065916
413	GO:0050708	0.4203334609456047	0.9137072595825504	1	5	regulation of protein secretion	BP	1.0	2799.6	1993.1469188195838
414	GO:0045450	0.425862843825447	0.8358509186934866	2	13	bicoid mRNA localization	BP	1.0	2817.0	1736.7168406552014
415	GO:0007431	0.425871576811116	0.795276687737106	3	21	salivary gland development	BP	1.0	4677.380952380952	3765.782198848069
416	GO:0030719	0.4261512274182337	0.8356554304919263	2	13	P granule organization	BP	1.0	2656.076923076923	1945.6551382914092
417	GO:0031508	0.4273455770139752	0.910439382504202	1	5	pericentric heterochromatin formation	BP	1.0	2318.2	1364.8064185077678
418	GO:0007129	0.4284992187935951	0.9067037028387124	1	6	homologous chromosome pairing at meiosis	BP	1.0	1474.3333333333333	1467.3967501061948
419	GO:0009306	0.4293389988111542	0.7325293914353949	6	50	protein secretion	BP	1.0	2046.96	1298.382701055432
420	GO:0048149	0.4300360081566405	0.7214348233659347	7	55	behavioral response to ethanol	BP	1.0	3237.2727272727275	1725.6580768933072
421	GO:0044773	0.4304725633529872	0.9089574220311132	1	5	mitotic DNA damage checkpoint signaling	BP	1.0	1637.6	664.2886721900352
422	GO:0040014	0.4305455651527021	0.8326616057406673	2	13	regulation of multicellular organism growth	BP	1.0	3666.923076923077	2875.195657865029
423	GO:0000462	0.4312653299788727	0.7899429678702675	3	23	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	1.0	2052.608695652174	1368.8617848458414
424	GO:0006117	0.4312954235841225	0.9085648974208618	1	5	acetaldehyde metabolic process	BP	1.0	2343.4	1311.9828657417747
425	GO:0050777	0.4315908071044195	0.9084237322993214	1	5	negative regulation of immune response	BP	1.0	2459.2	1462.6922301017394
426	GO:0042176	0.4316328504242975	0.9084036284413406	1	5	regulation of protein catabolic process	BP	1.0	2011.4	1017.9655396917914
427	GO:0010470	0.4330387697845114	0.907729754687472	1	5	regulation of gastrulation	BP	1.0	2250.4	1335.7352432274893
428	GO:0042745	0.4340536171359368	0.9072413860680438	1	5	circadian sleep/wake cycle	BP	1.0	2682.2	1269.13362574632
429	GO:0140042	0.4347724927134379	0.906894459564596	1	5	lipid droplet formation	BP	1.0	1734.4	648.9661316278377
430	GO:0048638	0.4348904427047708	0.9068374591348408	1	5	regulation of developmental growth	BP	1.0	3205.8	3120.4608249423673
431	GO:0048072	0.4356028246041607	0.8291811373252691	2	13	compound eye pigmentation	BP	1.0	2506.6153846153848	1041.8171653016473
432	GO:0007540	0.4358162515117538	0.906389286560446	1	5	sex determination, establishment of X:A ratio	BP	1.0	1882.2	694.2127627752172
433	GO:0051445	0.4362980606799883	0.9061555099275656	1	5	regulation of meiotic cell cycle	BP	1.0	1438.0	361.87953796809234
434	GO:0034968	0.4363782100783944	0.9061165851509398	1	5	histone lysine methylation	BP	1.0	1577.4	499.3329951044693
435	GO:0035222	0.4365320884043954	0.7871033229861041	3	21	wing disc pattern formation	BP	1.0	5363.047619047619	4337.011813901699
436	GO:0046957	0.4383706644320806	0.9051456540537314	1	5	negative phototaxis	BP	1.0	2966.0	1582.332581981424
437	GO:0003014	0.4387597420282426	0.9049553154275292	1	5	renal system process	BP	1.0	2414.8	1502.4587049233667
438	GO:0006915	0.4389296283667837	0.7246480882761458	6	48	apoptotic process	BP	1.0	2038.2708333333333	953.3325045068513
439	GO:0048802	0.4394608289254242	0.904611729013072	1	5	notum morphogenesis	BP	1.0	2867.2	1174.621879585086
440	GO:0009949	0.4395875179466851	0.9045495577067766	1	5	polarity specification of anterior/posterior axis	BP	1.0	2352.4	1429.3693154674897
441	GO:0016255	0.4400692845584915	0.9043129009243732	1	5	attachment of GPI anchor to protein	BP	1.0	1583.6	465.6636554424233
442	GO:0036089	0.4402613485821183	0.9042184501158812	1	5	cleavage furrow formation	BP	1.0	3004.2	1281.0465096943203
443	GO:0050974	0.4403300025170484	0.9041846740057832	1	5	detection of mechanical stimulus involved in sensory perception	BP	1.0	3243.4	1863.3614356855196
444	GO:0070475	0.4404011915275223	0.9041496426937332	1	5	rRNA base methylation	BP	1.0	1702.4	660.8281471002881
445	GO:0042775	0.4416760301122882	0.9001286839622799	1	6	mitochondrial ATP synthesis coupled electron transport	BP	1.0	1405.6666666666667	996.6652173902506
446	GO:0007006	0.4416824110800452	0.903517777342188	1	5	mitochondrial membrane organization	BP	1.0	1450.2	224.3117473517604
447	GO:0018023	0.4420960231597096	0.9033132304702274	1	5	peptidyl-lysine trimethylation	BP	1.0	1629.4	400.8583789819043
448	GO:0042790	0.4424848918914864	0.9031206687853786	1	5	nucleolar large rRNA transcription by RNA polymerase I	BP	1.0	2084.8	798.5680684825809
449	GO:0046688	0.4449707902451646	0.8984403386362082	1	6	response to copper ion	BP	1.0	2184.3333333333335	1646.306843277468
450	GO:0009620	0.4451941214104737	0.8212729477937799	2	14	response to fungus	BP	1.0	1671.0	968.9623315691896
451	GO:0051383	0.445490090381457	0.9016243040007448	1	5	kinetochore organization	BP	1.0	3418.6	1840.8237938488303
452	GO:0031023	0.445750287190561	0.9014940573819332	1	5	microtubule organizing center organization	BP	1.0	3781.4	2954.034705280221
453	GO:0030166	0.4461255684497864	0.9013060093529304	1	5	proteoglycan biosynthetic process	BP	1.0	1971.4	802.0437893282386
454	GO:0007303	0.4467334333872955	0.8213878857487533	2	13	cytoplasmic transport, nurse cell to oocyte	BP	1.0	5619.461538461538	7377.550621418848
455	GO:0071586	0.4467864511361229	0.9009742940908344	1	5	CAAX-box protein processing	BP	1.0	1574.0	263.93938698117796
456	GO:0008069	0.4468084954295294	0.821334704856627	2	13	dorsal/ventral axis specification, ovarian follicular epithelium	BP	1.0	3525.4615384615386	1162.2744026185248
457	GO:0019934	0.4474692074564785	0.8208662322565909	2	13	cGMP-mediated signaling	BP	1.0	4353.846153846154	1574.8837733014725
458	GO:0007631	0.4474867451391452	0.9006220215883436	1	5	feeding behavior	BP	1.0	2152.2	898.5384577189782
459	GO:0032367	0.4477068424244732	0.8945625446971632	1	7	intracellular cholesterol transport	BP	1.0	698.7142857142857	59.22527039247035
460	GO:0007057	0.4477400698106678	0.9004943935807916	1	5	spindle assembly involved in female meiosis I	BP	1.0	2301.6	1026.8936848573956
461	GO:0072334	0.4490079303332838	0.8998540565885282	1	5	UDP-galactose transmembrane transport	BP	1.0	1868.2	513.8199684714482
462	GO:0045814	0.4491633789009184	0.8997753660386404	1	5	negative regulation of gene expression, epigenetic	BP	1.0	4731.2	4257.378507955335
463	GO:2001234	0.4493023787288164	0.899704968648688	1	5	negative regulation of apoptotic signaling pathway	BP	1.0	3238.0	1631.8953397813232
464	GO:0098869	0.4497622023717093	0.8959529519409223	1	6	cellular oxidant detoxification	BP	1.0	1107.1666666666667	562.5547133884451
465	GO:0016266	0.4504739726151138	0.8991103498763784	1	5	O-glycan processing	BP	1.0	1821.2	536.4905963761154
466	GO:0035073	0.450833836575484	0.8172455697871718	2	14	pupariation	BP	1.0	2770.1428571428573	2136.849010547435
467	GO:0032790	0.4515426251637268	0.898566013429132	1	5	ribosome disassembly	BP	1.0	1976.4	390.752914256567
468	GO:0046716	0.4515766792965882	0.7472572916550646	4	31	muscle cell cellular homeostasis	BP	1.0	4076.0967741935483	2867.6728606652546
469	GO:0031119	0.4521292815337287	0.8982663918861411	1	5	tRNA pseudouridine synthesis	BP	1.0	1865.6	461.70839281953715
470	GO:0071632	0.4522262829886346	0.8982167960093702	1	5	optomotor response	BP	1.0	3331.6	1727.9084003499722
471	GO:0043488	0.4522554191907625	0.8982018959290734	1	5	regulation of mRNA stability	BP	1.0	3147.8	1066.061048908551
472	GO:0007630	0.4526482086368441	0.898000889296495	1	5	jump response	BP	1.0	3978.8	2208.667417245068
473	GO:0097190	0.4536452723889497	0.8939089672809786	1	6	apoptotic signaling pathway	BP	1.0	1334.8333333333333	871.4419882521664
474	GO:0060810	0.453695977467563	0.8974634580655811	1	5	intracellular mRNA localization involved in pattern specification process	BP	1.0	2363.8	933.8570340260869
475	GO:0070328	0.4538250163455891	0.7449898472240113	4	32	triglyceride homeostasis	BP	1.0	2438.40625	1809.1825996042903
476	GO:0048644	0.4538966573579624	0.8973603166702939	1	5	muscle organ morphogenesis	BP	1.0	3808.6	1786.7140341979743
477	GO:0048865	0.45397497171911	0.897320048178005	1	5	stem cell fate commitment	BP	1.0	3184.2	1554.7706454651118
478	GO:0072583	0.453985218769014	0.8149743359436932	2	14	clathrin-dependent endocytosis	BP	1.0	4347.785714285715	3435.6130494440445
479	GO:0008286	0.4540391632325711	0.7444517021812951	4	33	insulin receptor signaling pathway	BP	1.0	3233.969696969697	2471.5939953539305
480	GO:0007616	0.4540510388937144	0.6827093846478479	9	74	long-term memory	BP	1.0	3977.8513513513512	2372.6098281897293
481	GO:0045998	0.4541084351242107	0.8936634727800143	1	6	positive regulation of ecdysteroid biosynthetic process	BP	1.0	1166.5	622.6319806541688
482	GO:0010804	0.4541739730569768	0.897217677996993	1	5	negative regulation of tumor necrosis factor-mediated signaling pathway	BP	1.0	5182.2	5635.208936676616
483	GO:0006085	0.4541939334206232	0.897207406375004	1	5	acetyl-CoA biosynthetic process	BP	1.0	3420.0	1452.6301662845915
484	GO:0040016	0.4543563155769971	0.8971238199333487	1	5	embryonic cleavage	BP	1.0	2483.2	683.4501883824453
485	GO:0050806	0.4544845244115569	0.8970577934310155	1	5	positive regulation of synaptic transmission	BP	1.0	5697.2	2516.257252349211
486	GO:0007419	0.4544889221564813	0.6823092013055598	9	74	ventral cord development	BP	1.0	3743.4324324324325	1781.600617127233
487	GO:0071481	0.4545098315454519	0.8970447572597064	1	5	cellular response to X-ray	BP	1.0	2411.4	730.1478206500379
488	GO:0008293	0.4545106733968551	0.7723048541092076	3	22	torso signaling pathway	BP	1.0	3561.9545454545455	1853.7688263562552
489	GO:0030576	0.4545581588123671	0.8970198600245415	1	5	Cajal body organization	BP	1.0	2669.8	817.0947068730773
490	GO:0008277	0.4546219168969345	0.8969870072460038	1	5	regulation of G protein-coupled receptor signaling pathway	BP	1.0	3827.2	1814.532160089757
491	GO:0030029	0.4546865772067373	0.8969536826913268	1	5	actin filament-based process	BP	1.0	2960.4	832.2957647375121
492	GO:1903391	0.454794205464856	0.8968981980135504	1	5	regulation of adherens junction organization	BP	1.0	2888.2	951.1372981857036
493	GO:0009113	0.4549338157746998	0.8968261973289626	1	5	purine nucleobase biosynthetic process	BP	1.0	2740.2	1010.1949118858203
494	GO:0000963	0.455021381697649	0.8967810208161053	1	5	mitochondrial RNA processing	BP	1.0	2724.0	434.69759603660106
495	GO:1901642	0.4550548880036318	0.8967637310720796	1	5	nucleoside transmembrane transport	BP	1.0	2452.2	473.8385379008339
496	GO:2000738	0.455059358567597	0.8967614240633015	1	5	positive regulation of stem cell differentiation	BP	1.0	2775.6	436.09842925651543
497	GO:0097104	0.4550638019271691	0.8967591310437011	1	5	postsynaptic membrane assembly	BP	1.0	4921.4	1521.8967901930803
498	GO:0001932	0.455070382525853	0.8967557350463156	1	5	regulation of protein phosphorylation	BP	1.0	4210.6	1368.1423317769245
499	GO:0030206	0.4550705882954055	0.8967556288547114	1	5	chondroitin sulfate biosynthetic process	BP	1.0	3000.8	747.1426637530478
500	GO:0036090	0.4550705882954055	0.8967556288548713	1	5	cleavage furrow ingression	BP	1.0	2751.0	602.7569991298318
501	GO:0048499	0.4550705882954055	0.8967556288550316	1	5	synaptic vesicle membrane organization	BP	1.0	7363.2	3790.7679644103778
502	GO:0001742	0.4550705882954056	0.8967556288547115	1	5	oenocyte differentiation	BP	1.0	4263.6	1093.3851288544215
503	GO:0007210	0.4550705882954056	0.8967556288550309	1	5	serotonin receptor signaling pathway	BP	1.0	4223.8	573.2752916357027
504	GO:0035310	0.4550705882954056	0.8967556288548715	1	5	notum cell fate specification	BP	1.0	4496.4	1377.7980403527943
505	GO:0042688	0.4550705882954056	0.8967556288550315	1	5	crystal cell differentiation	BP	1.0	5078.8	2594.8571752603266
506	GO:0048311	0.4550705882954056	0.8967556288543914	1	5	mitochondrion distribution	BP	1.0	5409.4	4537.4196896474095
507	GO:0048546	0.4550705882954056	0.8967556288547115	1	5	digestive tract morphogenesis	BP	1.0	4105.8	1073.5849104751799
508	GO:0048699	0.4550705882954056	0.8967556288545515	1	5	generation of neurons	BP	1.0	4001.2	1143.716118623848
509	GO:0007414	0.4550705882954056	0.8967556288550314	1	5	axonal defasciculation	BP	1.0	4796.8	1099.852062779354
510	GO:0045873	0.4550705883033353	0.8967556288466219	1	5	negative regulation of sevenless signaling pathway	BP	1.0	4525.6	1403.8509322574102
511	GO:0008335	0.4550705883033353	0.8967556288469417	1	5	female germline ring canal stabilization	BP	1.0	8989.6	10849.807972494262
512	GO:0010526	0.4550705883033353	0.8967556288466216	1	5	negative regulation of transposition, RNA-mediated	BP	1.0	3493.4	823.3255978044166
513	GO:0042065	0.4550705883033353	0.8967556288466211	1	5	glial cell growth	BP	1.0	5754.2	5225.482308840017
514	GO:0007344	0.4550705883033354	0.8967556288469416	1	5	pronuclear fusion	BP	1.0	4285.2	1876.980490042451
515	GO:0050830	0.4576013361028408	0.7208999042324095	5	48	defense response to Gram-positive bacterium	BP	1.0	1482.1875	1335.7301008601064
516	GO:0019509	0.4586973884180341	0.8912115213633784	1	6	L-methionine salvage from methylthioadenosine	BP	1.0	1031.8333333333333	256.06536708860534
517	GO:0007088	0.4594430199166402	0.7683479756755739	3	22	regulation of mitotic nuclear division	BP	1.0	3275.409090909091	2695.7956096500093
518	GO:1903688	0.4618562581205669	0.7190169977514491	5	40	positive regulation of border follicle cell migration	BP	1.0	4032.8	2344.2452324788887
519	GO:0007166	0.4631822099504618	0.7374660963878124	4	31	cell surface receptor signaling pathway	BP	1.0	2872.8387096774195	2196.2535416355563
520	GO:0007435	0.4635831116300382	0.7029532543168946	6	48	salivary gland morphogenesis	BP	1.0	3497.9375	1733.0145629106573
521	GO:0002814	0.4645619485985375	0.8880256889303602	1	6	negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	BP	1.0	1580.8333333333333	1022.7885765016259
522	GO:0007494	0.4673412564301333	0.7339180850896294	4	31	midgut development	BP	1.0	3822.6451612903224	1711.3349354192078
523	GO:0016126	0.4690200067587955	0.8855642297801205	1	6	sterol biosynthetic process	BP	1.0	1318.0	678.0963550017555
524	GO:0019915	0.4692599017859487	0.8037523884260008	2	14	lipid storage	BP	1.0	2424.0	1111.7447677283797
525	GO:0042691	0.4693449309913161	0.8853834763529108	1	6	positive regulation of crystal cell differentiation	BP	1.0	3721.8333333333335	3090.6914769280284
526	GO:0005978	0.4696028562688799	0.8852398629227234	1	6	glycogen biosynthetic process	BP	1.0	2361.0	1447.283086798617
527	GO:0061060	0.4698456230195915	0.7313753758505717	4	32	negative regulation of peptidoglycan recognition protein signaling pathway	BP	1.0	2838.3125	2227.5780210452226
528	GO:0046330	0.4748812923926284	0.7270324549774008	4	32	positive regulation of JNK cascade	BP	1.0	2805.5	1591.2962287079047
529	GO:0045198	0.4749439853383763	0.8822397076787072	1	6	establishment of epithelial cell apical/basal polarity	BP	1.0	5034.833333333333	4581.888163070863
530	GO:0060074	0.4761655501773993	0.8815464856070383	1	6	synapse maturation	BP	1.0	3121.1666666666665	1721.8418836299174
531	GO:0016540	0.4762234419195384	0.8815135672558146	1	6	protein autoprocessing	BP	1.0	3239.0	2501.0131280476453
532	GO:0098930	0.4766004427813195	0.8812990521058945	1	6	axonal transport	BP	1.0	2161.8333333333335	1350.8997516059023
533	GO:0030308	0.4770338907289388	0.7979035902691981	2	14	negative regulation of cell growth	BP	1.0	3723.0	1992.7962765922662
534	GO:0030720	0.4778404265915677	0.7972914231892165	2	14	oocyte localization involved in germarium-derived egg chamber formation	BP	1.0	4372.5	2384.4482066088162
535	GO:0006890	0.4780433033003494	0.7524839500023128	3	23	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	BP	1.0	2048.0434782608695	881.2568336218977
536	GO:0034614	0.4798205463219457	0.8794565087612002	1	6	cellular response to reactive oxygen species	BP	1.0	1482.0	621.060383537704
537	GO:0034067	0.4803274966057113	0.8791647480982268	1	6	protein localization to Golgi apparatus	BP	1.0	1723.0	1117.2316978436777
538	GO:0045199	0.4816336777295871	0.8784108947316108	1	6	maintenance of epithelial cell apical/basal polarity	BP	1.0	1649.6666666666667	855.1455366713252
539	GO:0042632	0.4832322731665647	0.7920180304756614	2	15	cholesterol homeostasis	BP	1.0	3219.4666666666667	2530.5608038974724
540	GO:0007638	0.4832893305771337	0.7931290594334641	2	14	mechanosensory behavior	BP	1.0	4640.357142857143	2281.865984769697
541	GO:0016973	0.4853730090662609	0.7893563069416771	2	16	poly(A)+ mRNA export from nucleus	BP	1.0	2289.75	1757.088874388544
542	GO:0030509	0.4857753493064514	0.7912145543192457	2	14	BMP signaling pathway	BP	1.0	3457.714285714286	1801.9341366024066
543	GO:0060395	0.4857753493070036	0.791214554318693	2	14	SMAD protein signal transduction	BP	1.0	3214.4285714285716	864.0594981403367
544	GO:0003383	0.4870816215516289	0.7902046828154567	2	14	apical constriction	BP	1.0	3951.0	1488.4684362505932
545	GO:0016063	0.4873125884808496	0.7888578123313954	2	15	rhodopsin biosynthetic process	BP	1.0	2453.4	1709.4230137680959
546	GO:0048640	0.4877100194730545	0.8748636123825232	1	6	negative regulation of developmental growth	BP	1.0	2385.3333333333335	1211.887875268262
547	GO:0007368	0.4885920217051707	0.8743431550679225	1	6	determination of left/right symmetry	BP	1.0	2361.3333333333335	1163.1201810456027
548	GO:0030011	0.4894116006476179	0.8738582627109588	1	6	maintenance of cell polarity	BP	1.0	2283.3333333333335	1239.928985421701
549	GO:0000070	0.4901635625826196	0.7136644348425216	4	32	mitotic sister chromatid segregation	BP	1.0	3130.59375	1530.8379825151117
550	GO:0035176	0.49126198068931	0.872758999502406	1	6	social behavior	BP	1.0	4095.6666666666665	2604.098671112308
551	GO:2000736	0.4934756518970947	0.7840346112129057	2	15	regulation of stem cell differentiation	BP	1.0	2663.266666666667	1513.0095600784844
552	GO:0035435	0.4935575914260648	0.7839700791020949	2	15	phosphate ion transmembrane transport	BP	1.0	1593.8	646.4053630140559
553	GO:0042325	0.4947366537955763	0.8706778081651542	1	6	regulation of phosphorylation	BP	1.0	3358.1666666666665	2117.8122687234472
554	GO:0008156	0.4958961039859554	0.8669582229874111	1	7	negative regulation of DNA replication	BP	1.0	1688.5714285714287	1346.227836495406
555	GO:0051496	0.4968505526201667	0.8694007648405803	1	6	positive regulation of stress fiber assembly	BP	1.0	3906.6666666666665	2455.2415812343643
556	GO:0015937	0.4985855467404592	0.8683464272276872	1	6	coenzyme A biosynthetic process	BP	1.0	1802.1666666666667	833.7572421807735
557	GO:0048478	0.4987807249005051	0.8682274688081473	1	6	replication fork protection	BP	1.0	2542.1666666666665	1553.475181291574
558	GO:0006310	0.4992311940944648	0.7794757025211174	2	15	DNA recombination	BP	1.0	2414.133333333333	1315.7493108069214
559	GO:0007052	0.4996137384842757	0.669484272414473	6	51	mitotic spindle organization	BP	1.0	3111.6666666666665	2375.3670400936776
560	GO:0007298	0.5000985152482018	0.6265168245796227	11	95	border follicle cell migration	BP	1.0	3820.926315789474	2313.3420173652403
561	GO:0006909	0.501066641462628	0.7323438287678866	3	24	phagocytosis	BP	1.0	3050.0416666666665	2421.9308667391583
562	GO:0071805	0.5014074025922131	0.703646510557174	4	32	potassium ion transmembrane transport	BP	1.0	3425.21875	1473.1385231533516
563	GO:0008052	0.5023128882355372	0.8660623549453541	1	6	sensory organ boundary specification	BP	1.0	2907.6666666666665	1371.0630506613797
564	GO:0006898	0.5045483814657865	0.7752167166312158	2	15	receptor-mediated endocytosis	BP	1.0	4397.933333333333	3498.4701697869154
565	GO:0007140	0.5050694457251338	0.7288703772920202	3	24	male meiotic nuclear division	BP	1.0	2802.375	1831.7347154291567
566	GO:0019430	0.5064802571936478	0.8603279542914889	1	7	removal of superoxide radicals	BP	1.0	998.5714285714286	246.0922342437933
567	GO:0044804	0.5100573714815404	0.8612328267534206	1	6	autophagy of nucleus	BP	1.0	1845.6666666666667	462.65201705913796
568	GO:0009247	0.5129211866960495	0.8594179461602269	1	6	glycolipid biosynthetic process	BP	1.0	1696.8333333333333	224.55097169437695
569	GO:0001748	0.5130505829866748	0.8593355714564337	1	6	insect visual primordium development	BP	1.0	3379.5	1836.6363049517088
570	GO:1990182	0.5133285696450094	0.8591584937186512	1	6	exosomal secretion	BP	1.0	2094.3333333333335	585.9726008004887
571	GO:0090305	0.5139055277124647	0.8555483997295019	1	7	nucleic acid phosphodiester bond hydrolysis	BP	1.0	1444.7142857142858	1112.0760141395417
572	GO:0009266	0.5140641679211138	0.8586891971354864	1	6	response to temperature stimulus	BP	1.0	3778.3333333333335	1258.9585201886343
573	GO:0002121	0.5141755644252277	0.7673886928490645	2	15	inter-male aggressive behavior	BP	1.0	3319.9333333333334	2097.1975416943656
574	GO:0006616	0.5145376987549777	0.8551365282020995	1	7	SRP-dependent cotranslational protein targeting to membrane, translocation	BP	1.0	1372.4285714285713	659.9257224746384
575	GO:0043433	0.5150315187443417	0.85807045422171	1	6	negative regulation of DNA-binding transcription factor activity	BP	1.0	3067.8333333333335	1242.5277215776268
576	GO:2000647	0.5154504267882194	0.8578019471669078	1	6	negative regulation of stem cell proliferation	BP	1.0	3195.3333333333335	935.005822917103
577	GO:0002807	0.5156117154268174	0.857698475396449	1	6	positive regulation of antimicrobial peptide biosynthetic process	BP	1.0	2515.8333333333335	997.6417888645648
578	GO:0008593	0.5157119632082761	0.8576341378257364	1	6	regulation of Notch signaling pathway	BP	1.0	2754.8333333333335	1345.21886901558
579	GO:0061909	0.5158553356940934	0.8542755470585603	1	7	autophagosome-lysosome fusion	BP	1.0	1943.857142857143	1779.495147392045
580	GO:0048513	0.5163310328739784	0.8572363954987171	1	6	animal organ development	BP	1.0	3467.6666666666665	1568.6742456255502
581	GO:0007276	0.5163985397216715	0.8571929783959644	1	6	gamete generation	BP	1.0	3987.8333333333335	3491.6093909383517
582	GO:0006497	0.5164020370285385	0.8571907288555134	1	6	protein lipidation	BP	1.0	2056.6666666666665	242.38101319112346
583	GO:0043703	0.5164245560284825	0.8571762436127516	1	6	photoreceptor cell fate determination	BP	1.0	3592.6666666666665	1687.794879585655
584	GO:0051453	0.5165416857316056	0.8571008845631956	1	6	regulation of intracellular pH	BP	1.0	3349.3333333333335	1149.159499615069
585	GO:0051294	0.516572990148622	0.8570807393699222	1	6	establishment of spindle orientation	BP	1.0	4015.3333333333335	1998.0072294385948
586	GO:0016321	0.5167293000492449	0.7652867234782157	2	15	female meiosis chromosome segregation	BP	1.0	3574.4	2041.9631991460244
587	GO:0038004	0.516846483279289	0.8569046584485988	1	6	epidermal growth factor receptor ligand maturation	BP	1.0	2385.3333333333335	697.0754781386462
588	GO:0008592	0.5168799339231298	0.8568831121947551	1	6	regulation of Toll signaling pathway	BP	1.0	2350.8333333333335	504.7043413942684
589	GO:0046701	0.5168885025515333	0.8568775926138237	1	6	insecticide catabolic process	BP	1.0	2053.0	347.66986256121385
590	GO:0007188	0.5170105263983408	0.7650545897424694	2	15	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	BP	1.0	2389.266666666667	779.2287183847599
591	GO:0007450	0.5172899061118983	0.8566188635803198	1	6	dorsal/ventral pattern formation, imaginal disc	BP	1.0	3018.3333333333335	1076.532809016469
592	GO:0043984	0.5173466249346964	0.8565822795306834	1	6	histone H4-K16 acetylation	BP	1.0	3283.1666666666665	996.4325393901764
593	GO:0008654	0.5173556831538123	0.8565764363348113	1	6	phospholipid biosynthetic process	BP	1.0	3519.6666666666665	1803.7147470952518
594	GO:0035172	0.5173604576791022	0.8565733563610627	1	6	hemocyte proliferation	BP	1.0	4566.333333333333	2920.3271886706275
595	GO:0045465	0.5173879282019498	0.8565556346881508	1	6	R8 cell differentiation	BP	1.0	4218.166666666667	1520.7249824416717
596	GO:0050850	0.5173949103062687	0.8565511301819838	1	6	positive regulation of calcium-mediated signaling	BP	1.0	3373.1666666666665	1099.027966988203
597	GO:0046665	0.5173949615588673	0.8565510971172194	1	6	amnioserosa maintenance	BP	1.0	5061.5	1703.7643371859463
598	GO:2000370	0.5173949615588673	0.8565510971172194	1	6	positive regulation of clathrin-dependent endocytosis	BP	1.0	4539.5	1645.7834760380845
599	GO:0035262	0.5173949615588674	0.8565510971172194	1	6	gonad morphogenesis	BP	1.0	4020.3333333333335	1074.2939800425002
600	GO:0045677	0.5173949615588674	0.8565510971172194	1	6	negative regulation of R7 cell differentiation	BP	1.0	4172.0	1069.9786602233398
601	GO:0035309	0.5173949615729131	0.8565510971030037	1	6	wing and notum subfield formation	BP	1.0	3677.3333333333335	1082.2399097345385
602	GO:0008283	0.5176801449645314	0.8530775339272393	1	7	cell population proliferation	BP	1.0	1747.857142857143	1220.443061066809
603	GO:0016325	0.5182433843596241	0.7640354043868365	2	15	oocyte microtubule cytoskeleton organization	BP	1.0	3781.266666666667	2193.4306908483695
604	GO:0007315	0.5188488066569396	0.7635339899211266	2	15	pole plasm assembly	BP	1.0	3351.733333333333	1916.042917635777
605	GO:0051726	0.5189295530157564	0.6667484123115086	5	42	regulation of cell cycle	BP	1.0	2686.1190476190477	1456.338006985181
606	GO:0032465	0.5205233007094756	0.7621439988700032	2	15	regulation of cytokinesis	BP	1.0	3874.9333333333334	3492.150234772585
607	GO:0045433	0.5206945332081148	0.7620015970887264	2	15	male courtship behavior, veined wing generated song production	BP	1.0	4857.933333333333	2836.561614976053
608	GO:0006123	0.5208823271902541	0.756318650050831	2	22	mitochondrial electron transport, cytochrome c to oxygen	BP	1.0	707.6818181818181	370.48449683717433
609	GO:0045475	0.521436958245312	0.6366317771557216	7	61	locomotor rhythm	BP	1.0	3807.5081967213114	2551.0971707332083
610	GO:0048190	0.523499251372588	0.6467601829487644	6	52	wing disc dorsal/ventral pattern formation	BP	1.0	3767.3653846153848	2450.6997354668238
611	GO:0007628	0.5242761838341858	0.7590118047177004	2	15	adult walking behavior	BP	1.0	5221.066666666667	4078.6901568463813
612	GO:0035017	0.5247190150689109	0.7586406630352307	2	15	cuticle pattern formation	BP	1.0	3984.8	1533.985145516953
613	GO:0019953	0.5255754801898169	0.568394343934434	20	220	sexual reproduction	BP	1.0	1180.0045454545455	867.8521213460236
614	GO:0017183	0.5280054305719966	0.8461743151686744	1	7	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	BP	1.0	1566.7142857142858	1049.974518641247
615	GO:0048846	0.5317961152284971	0.8435861674256683	1	7	axon extension involved in axon guidance	BP	1.0	4887.571428571428	3265.5681569606077
616	GO:0007402	0.5341174907271624	0.8419867586783337	1	7	ganglion mother cell fate determination	BP	1.0	5016.142857142857	4270.293045433481
617	GO:0007626	0.5351194597299151	0.748683895719017	2	16	locomotory behavior	BP	1.0	3139.125	2314.075676025959
618	GO:0030866	0.5371953539703281	0.6698984252495167	4	34	cortical actin cytoskeleton organization	BP	1.0	3561.205882352941	1830.158282762832
619	GO:0006646	0.5382361234407815	0.839121806711135	1	7	phosphatidylethanolamine biosynthetic process	BP	1.0	2010.0	798.2543454313293
