Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	dme00830:Retinol metabolism	11	0.7299270072992701	0.01117627938822452	FBGN0026314, FBGN0031630, FBGN0032684, FBGN0040260, FBGN0027073, FBGN0035588, FBGN0040251, FBGN0040091, FBGN0027070, FBGN0032910, FBGN0032713	439	34	3261	2.4032560632453435	0.7573510699553727	0.056137404824739064	0.04277135605694406
GOTERM_BP_DIRECT	GO:0006810~transport	7	0.46449900464499	0.011551825038080428	FBGN0037970, FBGN0028646, FBGN0019830, FBGN0036834, FBGN0035767, FBGN0260743, FBGN0030218	1167	19	10945	3.4553285527443287	0.999999999795122	0.764412146485391	0.7596320809523923
KEGG_PATHWAY	dme00010:Glycolysis / Gluconeogenesis	15	0.9953550099535502	0.011583908932089014	FBGN0086355, FBGN0043783, FBGN0051075, FBGN0001258, FBGN0250906, FBGN0003067, FBGN0000064, FBGN0001186, FBGN0003076, FBGN0026061, FBGN0038957, FBGN0037537, FBGN0014869, FBGN0032820, FBGN0036857	439	55	3261	2.0258852764547526	0.7696354352333653	0.056137404824739064	0.04277135605694406
GOTERM_BP_DIRECT	GO:0055070~copper ion homeostasis	6	0.3981420039814201	0.011964757513509571	FBGN0052446, FBGN0033274, FBGN0050377, FBGN0036820, FBGN0035868, FBGN0037936	1167	14	10945	4.01946382666177	0.9999999999081505	0.7653456556141622	0.7605597526087584
GOTERM_BP_DIRECT	GO:0009950~dorsal/ventral axis specification	8	0.53085600530856	0.01312795160408705	FBGN0004003, FBGN0003495, FBGN0003089, FBGN0002926, FBGN0003450, FBGN0261016, FBGN0000533, FBGN0085362	1167	25	10945	3.0011996572407886	0.9999999999904319	0.8126625525239694	0.8075807648062582
GOTERM_BP_DIRECT	GO:0007444~imaginal disc development	9	0.5972130059721301	0.013676992779616936	FBGN0010470, FBGN0020416, FBGN0003731, FBGN0013763, FBGN0016031, FBGN0026361, FBGN0026415, FBGN0020415, FBGN0020414	1167	31	10945	2.7228625922547476	0.9999999999967131	0.8201921607526531	0.8150632884602967
KEGG_PATHWAY	dme00600:Sphingolipid metabolism	10	0.6635700066357001	0.013824822731305168	FBGN0039774, FBGN0037166, FBGN0260746, FBGN0030300, FBGN0041630, FBGN0041087, FBGN0037315, FBGN0034997, FBGN0041629, FBGN0037163	439	30	3261	2.476082004555809	0.8269337351479159	0.06451583941275746	0.04915492526686282
UP_TISSUE	Muscle	4	0.26542800265428	0.014114963885796769	FBGN0002772, FBGN0052311, FBGN0017561, FBGN0038294	120	6	1233	6.85	0.24746708933209627	0.27273256215112346	0.25974529728678425
KEGG_PATHWAY	dme00040:Pentose and glucuronate interconversions	14	0.92899800928998	0.014566307780285583	FBGN0035484, FBGN0038463, FBGN0026314, FBGN0050499, FBGN0032684, FBGN0040260, FBGN0027073, FBGN0037537, FBGN0040251, FBGN0040091, FBGN0035978, FBGN0027070, FBGN0032713, FBGN0034417	439	51	3261	2.039126356693019	0.8425824096216977	0.06554838501128513	0.049941626675264854
GOTERM_BP_DIRECT	GO:0006865~amino acid transport	5	0.33178500331785005	0.015890352134571566	FBGN0036493, FBGN0037533, FBGN0037203, FBGN0036764, FBGN0002778	1167	10	10945	4.689374464438732	0.999999999999956	0.9240480529164495	0.9182697430493326
KEGG_PATHWAY	dme00380:Tryptophan metabolism	8	0.53085600530856	0.01605993573882753	FBGN0031824, FBGN0035203, FBGN0051075, FBGN0000422, FBGN0036857, FBGN0033879, FBGN0039827, FBGN0029969	439	21	3261	2.829808005206638	0.8699683056011267	0.0697776518307679	0.053163925204394585
GOTERM_BP_DIRECT	GO:0050767~regulation of neurogenesis	9	0.5972130059721301	0.019898248745595128	FBGN0001168, FBGN0010109, FBGN0002609, FBGN0000591, FBGN0001180, FBGN0002735, FBGN0002733, FBGN0000147, FBGN0002633	1167	33	10945	2.557840616966581	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0009952~anterior/posterior pattern specification	8	0.53085600530856	0.0201009800631208	FBGN0001168, FBGN0010109, FBGN0002609, FBGN0000591, FBGN0002735, FBGN0002733, FBGN0001137, FBGN0002633	1167	27	10945	2.7788885715192486	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme00900:Terpenoid backbone biosynthesis	9	0.5972130059721301	0.021467573201794734	FBGN0031633, FBGN0031312, FBGN0030332, FBGN0038424, FBGN0034176, FBGN0035203, FBGN0029980, FBGN0010611, FBGN0029969	439	27	3261	2.476082004555809	0.9350651311194733	0.08590040997303942	0.06544793140803004
KEGG_PATHWAY	dme00981:Insect hormone biosynthesis	9	0.5972130059721301	0.021467573201794734	FBGN0003312, FBGN0030332, FBGN0010053, FBGN0010383, FBGN0004959, FBGN0000449, FBGN0051075, FBGN0034405, FBGN0034406	439	27	3261	2.476082004555809	0.9350651311194733	0.08590040997303942	0.06544793140803004
GOTERM_BP_DIRECT	GO:0006032~chitin catabolic process	6	0.3981420039814201	0.021809184056429506	FBGN0020416, FBGN0013763, FBGN0022702, FBGN0026415, FBGN0020415, FBGN0020414	1167	16	10945	3.5170308483290484	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006520~cellular amino acid metabolic process	6	0.3981420039814201	0.021809184056429506	FBGN0259977, FBGN0000075, FBGN0000422, FBGN0001125, FBGN0037759, FBGN0039052	1167	16	10945	3.5170308483290484	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme00592:alpha-Linolenic acid metabolism	6	0.3981420039814201	0.021815977136010013	FBGN0034629, FBGN0034628, FBGN0027572, FBGN0036545, FBGN0032775, FBGN0029924	439	13	3261	3.428421237077274	0.9379143558865671	0.08590040997303942	0.06544793140803004
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	14	0.92899800928998	0.02293925390947766	FBGN0260745, FBGN0263219, FBGN0010395, FBGN0036101, FBGN0001257, FBGN0025879, FBGN0263038, FBGN0004456, FBGN0026721, FBGN0004397, FBGN0031256, FBGN0026562, FBGN0050046, FBGN0033710	1167	67	10945	1.9597385821535	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme00920:Sulfur metabolism	5	0.33178500331785005	0.02319728323448819	FBGN0050022, FBGN0020389, FBGN0038080, FBGN0082585, FBGN0030966	439	9	3261	4.126803340926347	0.9480405897412394	0.08857144507713673	0.06748300577305655
GOTERM_BP_DIRECT	GO:0032543~mitochondrial translation	17	1.1280690112806901	0.024767091027110333	FBGN0036462, FBGN0040666, FBGN0037330, FBGN0036774, FBGN0044511, FBGN0036335, FBGN0042112, FBGN0034893, FBGN0039159, FBGN0001995, FBGN0026741, FBGN0031357, FBGN0030433, FBGN0051450, FBGN0038319, FBGN0083983, FBGN0036853	1167	89	10945	1.7914464246170434	1.0	1.0	0.9942648592283628
UP_TISSUE	Gut	3	0.19907100199071004	0.025974529728678426	FBGN0010053, FBGN0034405, FBGN0034406	120	3	1233	10.275	0.4092465424466396	0.27273256215112346	0.25974529728678425
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	11	0.7299270072992701	0.027542077118763487	FBGN0259878, FBGN0003731, FBGN0003366, FBGN0016970, FBGN0037405, FBGN0000356, FBGN0032006, FBGN0000355, FBGN0030439, FBGN0000358, FBGN0000357	1167	48	10945	2.149296629534419	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0008340~determination of adult lifespan	28	1.85799601857996	0.028861138215831954	FBGN0015575, FBGN0086355, FBGN0002719, FBGN0037960, FBGN0031461, FBGN0031263, FBGN0030350, FBGN0000330, FBGN0029856, FBGN0003068, FBGN0030057, FBGN0036756, FBGN0033448, FBGN0036816, FBGN0033846, FBGN0035132, FBGN0035131, FBGN0038788, FBGN0037873, FBGN0004507, FBGN0001257, FBGN0262169, FBGN0003731, FBGN0053126, FBGN0005278, FBGN0029002, FBGN0001230, FBGN0035977	1167	174	10945	1.5092239655664885	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0009062~fatty acid catabolic process	4	0.26542800265428	0.030374418865977422	FBGN0033717, FBGN0027572, FBGN0037548, FBGN0039341	1167	7	10945	5.3592851022156935	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0097428~protein maturation by iron-sulfur cluster transfer	4	0.26542800265428	0.030374418865977422	FBGN0053502, FBGN0037301, FBGN0052857	1167	7	10945	5.3592851022156935	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0035234~ectopic germ cell programmed cell death	5	0.33178500331785005	0.03151325494763143	FBGN0259834, FBGN0033690, FBGN0046687, FBGN0040491, FBGN0041087	1167	12	10945	3.9078120536989434	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0061327~anterior Malpighian tubule development	5	0.33178500331785005	0.03151325494763143	FBGN0030964, FBGN0026562, FBGN0016075, FBGN0041096, FBGN0032006	1167	12	10945	3.9078120536989434	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006082~organic acid metabolic process	3	0.19907100199071004	0.03160896710888387	FBGN0023507, FBGN0010383, FBGN0004959	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0043490~malate-aspartate shuttle	3	0.19907100199071004	0.03160896710888387	FBGN0037970, FBGN0028646, FBGN0260743	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0071722~detoxification of arsenic-containing substance	3	0.19907100199071004	0.03160896710888387	FBGN0052495, FBGN0030882, FBGN0046114	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0019439~aromatic compound catabolic process	3	0.19907100199071004	0.03160896710888387	FBGN0010053, FBGN0034405, FBGN0034406	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0097638~L-arginine import across plasma membrane	3	0.19907100199071004	0.03160896710888387	FBGN0036493, FBGN0037203, FBGN0036764	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:1903352~L-ornithine transmembrane transport	3	0.19907100199071004	0.03160896710888387	FBGN0036493, FBGN0037203, FBGN0036764	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:2001046~positive regulation of integrin-mediated signaling pathway	3	0.19907100199071004	0.03160896710888387	FBGN0031256, FBGN0260660, FBGN0020249	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0097176~epoxide metabolic process	3	0.19907100199071004	0.03160896710888387	FBGN0010053, FBGN0034405, FBGN0034406	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0045739~positive regulation of DNA repair	3	0.19907100199071004	0.03160896710888387	FBGN0000320, FBGN0000147, FBGN0023515	1167	3	10945	9.378748928877464	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme00250:Alanine, aspartate and glutamate metabolism	9	0.5972130059721301	0.0326240408256914	FBGN0036927, FBGN0261625, FBGN0001124, FBGN0001145, FBGN0037687, FBGN0001142, FBGN0027493, FBGN0001125, FBGN0039580	439	29	3261	2.3053177283795456	0.984688893570856	0.12083448264641695	0.09206436773060339
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	9	0.5972130059721301	0.03264114687531636	FBGN0021967, FBGN0037880, FBGN0017567, FBGN0034919, FBGN0035046, FBGN0037777, FBGN0032511, FBGN0034578, FBGN0033093	1167	36	10945	2.344687232219366	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme00230:Purine metabolism	20	1.3271400132714002	0.03356513406844915	FBGN0037046, FBGN0036752, FBGN0051183, FBGN0000109, FBGN0020389, FBGN0261436, FBGN0036030, FBGN0003116, FBGN0003961, FBGN0004852, FBGN0031836, FBGN0050104, FBGN0000053, FBGN0003076, FBGN0034225, FBGN0027493, FBGN0031663, FBGN0038349, FBGN0030914, FBGN0042094	439	92	3261	1.6148360899277014	0.9864560206814815	0.12083448264641695	0.09206436773060339
GOTERM_BP_DIRECT	GO:0006487~protein N-linked glycosylation	7	0.46449900464499	0.03620295348491938	FBGN0036544, FBGN0053774, FBGN0036300, FBGN0029906, FBGN0250820, FBGN0039580, FBGN0263852	1167	24	10945	2.7354684375892604	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006783~heme biosynthetic process	5	0.33178500331785005	0.041777377997335774	FBGN0032222, FBGN0036271, FBGN0020764, FBGN0021944, FBGN0020018	1167	13	10945	3.607211126491332	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0008643~carbohydrate transport	7	0.46449900464499	0.0434897961839371	FBGN0031523, FBGN0264574, FBGN0029932, FBGN0028563, FBGN0250820, FBGN0031517, FBGN0029849	1167	25	10945	2.62604970008569	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0009408~response to heat	13	0.8626410086264101	0.044245801704107274	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0060296, FBGN0013279, FBGN0013275, FBGN0011296, FBGN0001229, FBGN0263106, FBGN0020278, FBGN0034707, FBGN0051354, FBGN0034335	1167	66	10945	1.8473293344758641	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0016075~rRNA catabolic process	4	0.26542800265428	0.044815840992511784	FBGN0034065, FBGN0032487, FBGN0037815, FBGN0030789	1167	8	10945	4.689374464438732	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006782~protoporphyrinogen IX biosynthetic process	4	0.26542800265428	0.044815840992511784	FBGN0036271, FBGN0020764, FBGN0021944, FBGN0020018	1167	8	10945	4.689374464438732	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0061355~Wnt protein secretion	4	0.26542800265428	0.044815840992511784	FBGN0045866, FBGN0004957, FBGN0029709, FBGN0069242	1167	8	10945	4.689374464438732	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0045333~cellular respiration	4	0.26542800265428	0.044815840992511784	FBGN0033086, FBGN0083986, FBGN0032222, FBGN0031971	1167	8	10945	4.689374464438732	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0042594~response to starvation	14	0.92899800928998	0.04749809490768124	FBGN0035383, FBGN0035132, FBGN0035131, FBGN0042135, FBGN0037960, FBGN0044047, FBGN0000427, FBGN0020278, FBGN0001257, FBGN0261862, FBGN0024944, FBGN0004852, FBGN0003067, FBGN0001230	1167	74	10945	1.774357905463304	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme01232:Nucleotide metabolism	14	0.92899800928998	0.05125678918528777	FBGN0037046, FBGN0036752, FBGN0024920, FBGN0000109, FBGN0261436, FBGN0031836, FBGN0031489, FBGN0050104, FBGN0034225, FBGN0027493, FBGN0031663, FBGN0038349, FBGN0042094, FBGN0034800	439	60	3261	1.7332574031890664	0.9986795139418317	0.1793987621485072	0.13668477116076738
GOTERM_BP_DIRECT	GO:0006820~anion transport	7	0.46449900464499	0.05163077429137595	FBGN0038099, FBGN0039886, FBGN0024315, FBGN0033048, FBGN0010497, FBGN0010651, FBGN0034490	1167	26	10945	2.525047788543932	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0009416~response to light stimulus	7	0.46449900464499	0.05163077429137595	FBGN0003068, FBGN0031913, FBGN0025680, FBGN0000320, FBGN0028482, FBGN0261808, FBGN0030932	1167	26	10945	2.525047788543932	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0015718~monocarboxylic acid transport	5	0.33178500331785005	0.05370242619014735	FBGN0035173, FBGN0259834, FBGN0031002, FBGN0031010, FBGN0023549	1167	14	10945	3.3495531888848085	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0030239~myofibril assembly	5	0.33178500331785005	0.05370242619014735	FBGN0002773, FBGN0004169, FBGN0264695, FBGN0035917, FBGN0003149	1167	14	10945	3.3495531888848085	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0009253~peptidoglycan catabolic process	5	0.33178500331785005	0.05370242619014735	FBGN0040323, FBGN0037906, FBGN0035976, FBGN0035975, FBGN0035977	1167	14	10945	3.3495531888848085	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0030488~tRNA methylation	6	0.3981420039814201	0.05423753196928035	FBGN0037435, FBGN0035247, FBGN0025629, FBGN0029857, FBGN0031832, FBGN0052281	1167	20	10945	2.813624678663239	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0035151~regulation of tube size, open tracheal system	6	0.3981420039814201	0.05423753196928035	FBGN0036198, FBGN0033032, FBGN0032421, FBGN0250785, FBGN0015777, FBGN0010238	1167	20	10945	2.813624678663239	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme00620:Pyruvate metabolism	12	0.7962840079628402	0.055945698696687265	FBGN0002719, FBGN0262559, FBGN0003067, FBGN0037537, FBGN0029890, FBGN0035203, FBGN0027580, FBGN0051075, FBGN0001258, FBGN0262782, FBGN0036857, FBGN0029969	439	49	3261	1.8191622890614105	0.9992926751934877	0.19051778475088094	0.14515640742924266
GOTERM_BP_DIRECT	GO:0034975~protein folding in endoplasmic reticulum	3	0.19907100199071004	0.058777441357835594	FBGN0004003, FBGN0261274, FBGN0037718	1167	4	10945	7.034061696658097	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006537~glutamate biosynthetic process	3	0.19907100199071004	0.058777441357835594	FBGN0261625, FBGN0001124, FBGN0001125	1167	4	10945	7.034061696658097	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0060537~muscle tissue development	3	0.19907100199071004	0.058777441357835594	FBGN0014863, FBGN0259209, FBGN0086253	1167	4	10945	7.034061696658097	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme02010:ABC transporters	10	0.6635700066357001	0.059606660348901684	FBGN0004512, FBGN0264494, FBGN0039244, FBGN0035695, FBGN0051121, FBGN0031220, FBGN0032167, FBGN0020762, FBGN0052091, FBGN0031449	439	38	3261	1.9548015825440597	0.9995664865108705	0.19480009803987258	0.1484191223160934
KEGG_PATHWAY	dme00260:Glycine, serine and threonine metabolism	8	0.53085600530856	0.06029526844091294	FBGN0032350, FBGN0038957, FBGN0014869, FBGN0039094, FBGN0020764, FBGN0036857, FBGN0014427, FBGN0023129	439	27	3261	2.2009617818273854	0.9996047079193329	0.19480009803987258	0.1484191223160934
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	7	0.46449900464499	0.060639286927804716	FBGN0250906, FBGN0086355, FBGN0001186, FBGN0000064, FBGN0038957, FBGN0014869, FBGN0039827	1167	27	10945	2.4315275000793424	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0031116~positive regulation of microtubule polymerization	4	0.26542800265428	0.0620235408320986	FBGN0004908, FBGN0002948, FBGN0037301, FBGN0038916	1167	9	10945	4.168332857278873	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006465~signal peptide processing	4	0.26542800265428	0.0620235408320986	FBGN0262801, FBGN0031260, FBGN0040623, FBGN0030306	1167	9	10945	4.168332857278873	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	4	0.26542800265428	0.0620235408320986	FBGN0010383, FBGN0004959, FBGN0033887, FBGN0027070	1167	9	10945	4.168332857278873	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0097254~renal tubular secretion	4	0.26542800265428	0.0620235408320986	FBGN0004512, FBGN0034716, FBGN0035695, FBGN0031010	1167	9	10945	4.168332857278873	1.0	1.0	0.9942648592283628
UP_TISSUE	Head	17	1.1280690112806901	0.06290788286581918	FBGN0016123, FBGN0032350, FBGN0000723, FBGN0024841, FBGN0027844, FBGN0001257, FBGN0027108, FBGN0002930, FBGN0025680, FBGN0027106, FBGN0002772, FBGN0000320, FBGN0000083, FBGN0015609, FBGN0010246, FBGN0014427, FBGN0087012	120	112	1233	1.5595982142857143	0.7273247677282016	0.4082698950268922	0.3888284714541831
GOTERM_BP_DIRECT	GO:0016226~iron-sulfur cluster assembly	6	0.3981420039814201	0.06518321713640912	FBGN0053502, FBGN0037011, FBGN0035890, FBGN0037301, FBGN0052857	1167	21	10945	2.6796425511078463	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0018990~ecdysis, chitin-based cuticle	6	0.3981420039814201	0.06518321713640912	FBGN0020416, FBGN0013763, FBGN0037207, FBGN0022702, FBGN0026415, FBGN0020414	1167	21	10945	2.6796425511078463	1.0	1.0	0.9942648592283628
UP_TISSUE	Ovary	14	0.92899800928998	0.07776569429083661	FBGN0262801, FBGN0011761, FBGN0263705, FBGN0004649, FBGN0020278, FBGN0000356, FBGN0001137, FBGN0003867, FBGN0000256, FBGN0000644, FBGN0026417, FBGN0001330, FBGN0028646, FBGN0010611	120	89	1233	1.6162921348314607	0.8019269151254753	0.4082698950268922	0.3888284714541831
GOTERM_BP_DIRECT	GO:0043277~apoptotic cell clearance	4	0.26542800265428	0.08179490741617827	FBGN0029092, FBGN0010395, FBGN0015295, FBGN0030329	1167	10	10945	3.7514995715509856	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:1990573~potassium ion import across plasma membrane	5	0.33178500331785005	0.08241875393398991	FBGN0015776, FBGN0036279, FBGN0261794, FBGN0015777, FBGN0051547	1167	16	10945	2.9308590402742074	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0071711~basement membrane organization	5	0.33178500331785005	0.08241875393398991	FBGN0000299, FBGN0016075, FBGN0260660, FBGN0002526, FBGN0025879	1167	16	10945	2.9308590402742074	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0035025~positive regulation of Rho protein signal transduction	5	0.33178500331785005	0.08241875393398991	FBGN0034194, FBGN0261547, FBGN0035761, FBGN0262562, FBGN0035802	1167	16	10945	2.9308590402742074	1.0	1.0	0.9942648592283628
KEGG_PATHWAY	dme00220:Arginine biosynthesis	6	0.3981420039814201	0.08262792817222547	FBGN0261625, FBGN0001124, FBGN0001145, FBGN0001142, FBGN0001125, FBGN0039052	439	18	3261	2.4760820045558085	0.9999809131252153	0.2602779737425102	0.19830702761334112
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	6	0.3981420039814201	0.090466970612924	FBGN0031703, FBGN0031478, FBGN0029588, FBGN0033883, FBGN0031992, FBGN0261862	1167	23	10945	2.446630155359338	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006836~neurotransmitter transport	6	0.3981420039814201	0.090466970612924	FBGN0028886, FBGN0027660, FBGN0031939, FBGN0033443, FBGN0035969, FBGN0262476	1167	23	10945	2.446630155359338	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0015810~aspartate transport	3	0.19907100199071004	0.09114817806569368	FBGN0037970, FBGN0028646, FBGN0260743	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0043928~exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	3	0.19907100199071004	0.09114817806569368	FBGN0260648, FBGN0034065, FBGN0030789	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0055075~potassium ion homeostasis	3	0.19907100199071004	0.09114817806569368	FBGN0036279, FBGN0261794, FBGN0051547	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006750~glutathione biosynthetic process	3	0.19907100199071004	0.09114817806569368	FBGN0052495, FBGN0030882, FBGN0046114	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:1904659~glucose transmembrane transport	3	0.19907100199071004	0.09114817806569368	FBGN0050035, FBGN0034909, FBGN0036316	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006719~juvenile hormone catabolic process	3	0.19907100199071004	0.09114817806569368	FBGN0010053, FBGN0034405, FBGN0034406	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0055064~chloride ion homeostasis	3	0.19907100199071004	0.09114817806569368	FBGN0036279, FBGN0261794, FBGN0051547	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0015749~monosaccharide transport	3	0.19907100199071004	0.09114817806569368	FBGN0264574, FBGN0028563, FBGN0033047	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0007311~maternal specification of dorsal/ventral axis, oocyte, germ-line encoded	3	0.19907100199071004	0.09114817806569368	FBGN0045866, FBGN0263260, FBGN0000533	1167	5	10945	5.627249357326478	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0007475~apposition of dorsal and ventral imaginal disc-derived wing surfaces	7	0.46449900464499	0.09288216963239034	FBGN0004456, FBGN0000244, FBGN0028546, FBGN0020521, FBGN0028427, FBGN0020249, FBGN0250871	1167	30	10945	2.188374750071408	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	12	0.7962840079628402	0.09571989126823743	FBGN0260856, FBGN0045866, FBGN0027287, FBGN0027496, FBGN0004132, FBGN0052069, FBGN0044871, FBGN0031473, FBGN0029709, FBGN0061492, FBGN0260861, FBGN0069242	1167	67	10945	1.6797759275601427	1.0	1.0	0.9942648592283628
GOTERM_BP_DIRECT	GO:0030031~cell projection assembly	5	0.33178500331785005	0.09908503120437974	FBGN0030964, FBGN0003731, FBGN0083940, FBGN0082585, FBGN0032006	1167	17	10945	2.758455567316901	1.0	1.0	0.9942648592283628
