category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr
GO:0008643	0.2344998536962224	0.9205247819330327	3	15	carbohydrate transport	BP	1.0
GO:0000447	0.23456928590480985	0.9423614641808413	2	10	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	1.0
GO:0035725	0.2348283707470366	0.864007693565311	9	60	sodium ion transmembrane transport	BP	1.0
GO:0033674	0.23506948431436947	0.9039878297302048	4	22	positive regulation of kinase activity	BP	1.0
GO:0046949	0.2396845880626518	0.9178792677250079	3	15	fatty-acyl-CoA biosynthetic process	BP	1.0
GO:0017085	0.2402295740511594	0.917599270405302	3	15	response to insecticide	BP	1.0
GO:0009953	0.2408314102305171	0.8786602408330139	6	38	dorsal/ventral pattern formation	BP	1.0
GO:0035011	0.24111589941135475	0.8880213834714805	5	30	melanotic encapsulation of foreign target	BP	1.0
GO:0007015	0.2421862809715275	0.8538897059674406	10	70	actin filament organization	BP	1.0
GO:0009617	0.24519089982870468	0.8831333449263458	5	42	response to bacterium	BP	1.0
GO:0046843	0.24822468012235652	0.8594606411718051	8	54	dorsal appendage formation	BP	1.0
GO:0007064	0.2490822814410617	0.9374324346563991	2	9	mitotic sister chromatid cohesion	BP	1.0
GO:0030162	0.25008940800163587	0.9370102721657007	2	9	regulation of proteolysis	BP	1.0
GO:0007110	0.25432214369871264	0.9095498417067648	3	16	meiosis I cytokinesis	BP	1.0
GO:1904059	0.2556140479650977	0.9346717813006924	2	9	regulation of locomotor rhythm	BP	1.0
GO:0046662	0.25636216336702555	0.9331952738381329	2	10	regulation of oviposition	BP	1.0
GO:0016311	0.25687347041386144	0.8676699691220815	6	39	dephosphorylation	BP	1.0
GO:0035002	0.2572692132178914	0.890095943767109	4	24	liquid clearance, open tracheal system	BP	1.0
GO:0030148	0.2586867951478974	0.8888772541050438	4	25	sphingolipid biosynthetic process	BP	1.0
GO:0031297	0.2587789028249702	0.9333148369470091	2	9	replication fork processing	BP	1.0
GO:0006955	0.2600703355145191	0.8755964116343906	5	31	immune response	BP	1.0
GO:0018345	0.2613078903122751	0.8876419952267512	4	24	protein palmitoylation	BP	1.0
GO:0016333	0.2621106916800507	0.9318726780388417	2	9	morphogenesis of follicular epithelium	BP	1.0
GO:0060361	0.26460248447398765	0.9307849568947123	2	9	flight	BP	1.0
GO:0014067	0.2670880491261704	0.929692144125399	2	9	negative regulation of phosphatidylinositol 3-kinase signaling	BP	1.0
GO:0045824	0.26893003179537617	0.8825835506604853	4	25	negative regulation of innate immune response	BP	1.0
GO:0002804	0.2701735714286081	0.9283246896783289	2	9	positive regulation of antifungal peptide production	BP	1.0
GO:0045187	0.2728646517818184	0.8994231919349063	3	16	regulation of circadian sleep/wake cycle, sleep	BP	1.0
GO:0019731	0.27361348352468595	0.8960443016909023	3	22	antibacterial humoral response	BP	1.0
GO:0042060	0.2743509086783372	0.8342950045622068	9	64	wound healing	BP	1.0
GO:0048148	0.2744965164581728	0.9263885677957642	2	9	behavioral response to cocaine	BP	1.0
GO:0007394	0.27455135794172664	0.9263638538518931	2	9	dorsal closure, elongation of leading edge cells	BP	1.0
GO:0006997	0.2750606151362364	0.926134178509928	2	9	nucleus organization	BP	1.0
GO:1902476	0.27797527089455687	0.8773164276407119	4	24	chloride transmembrane transport	BP	1.0
GO:0035006	0.2817513083735018	0.8937436080309303	3	17	melanization defense response	BP	1.0
GO:0071230	0.2874897628896255	0.9179514843877846	2	11	cellular response to amino acid stimulus	BP	1.0
GO:0009880	0.2880831921641487	0.870899694409497	4	24	embryonic pattern specification	BP	1.0
GO:0007520	0.2909367736452295	0.8546589529601469	5	32	myoblast fusion	BP	1.0
GO:0007552	0.29215606853665577	0.853030098321186	5	35	metamorphosis	BP	1.0
GO:0007602	0.29263906137934126	0.8336045330957005	7	48	phototransduction	BP	1.0
GO:0007443	0.2933874779763964	0.8529739911681222	5	32	Malpighian tubule morphogenesis	BP	1.0
GO:0006891	0.2940683589480284	0.8666287258740707	4	25	intra-Golgi vesicle-mediated transport	BP	1.0
GO:0046847	0.294468213192462	0.9157136334238772	2	10	filopodium assembly	BP	1.0
GO:0097150	0.2946931108837818	0.9156049304758491	2	10	neuronal stem cell population maintenance	BP	1.0
GO:0090502	0.29809314000880816	0.9139535942549444	2	10	RNA phosphodiester bond hydrolysis, endonucleolytic	BP	1.0
GO:0006821	0.29866469279439734	0.8839060147818851	3	17	chloride transport	BP	1.0
GO:0016331	0.29867331125450103	0.9136703238924027	2	10	morphogenesis of embryonic epithelium	BP	1.0
GO:0043248	0.29940409208571844	0.9121419025268724	2	11	proteasome assembly	BP	1.0
GO:0042542	0.2995058446701257	0.9132630768679487	2	10	response to hydrogen peroxide	BP	1.0
GO:0007362	0.2996671845748514	0.883311965670426	3	17	terminal region determination	BP	1.0
GO:0042675	0.30307099959126527	0.9115089831847296	2	10	compound eye cone cell differentiation	BP	1.0
GO:0043966	0.30329938814272456	0.9113960527395633	2	10	histone H3 acetylation	BP	1.0
GO:0000302	0.30441099949978945	0.9096454173738483	2	11	response to reactive oxygen species	BP	1.0
GO:0033314	0.3051834699428927	0.9104618585058769	2	10	mitotic DNA replication checkpoint signaling	BP	1.0
GO:0018216	0.30541478964617214	0.9103468447870442	2	10	peptidyl-arginine methylation	BP	1.0
GO:0040040	0.3058563921439133	0.8796172538370862	3	17	thermosensory behavior	BP	1.0
GO:0006013	0.31131508581379097	0.9073896862367241	2	10	mannose metabolic process	BP	1.0
GO:0000712	0.3126670221900325	0.9054574383607947	2	11	resolution of meiotic recombination intermediates	BP	1.0
GO:0045165	0.3126983223986781	0.8543405572242198	4	25	cell fate commitment	BP	1.0
GO:0051028	0.3131235712649834	0.9064742282499989	2	10	mRNA transport	BP	1.0
GO:0040018	0.3136407201109628	0.8532982019784293	4	26	positive regulation of multicellular organism growth	BP	1.0
GO:0045931	0.3143334737561801	0.905859394565186	2	10	positive regulation of mitotic cell cycle	BP	1.0
GO:0001710	0.31841409151933103	0.903771669486052	2	10	mesodermal cell fate commitment	BP	1.0
GO:0035225	0.31892607468839396	0.9035081926747421	2	10	determination of genital disc primordium	BP	1.0
GO:0030718	0.319610273157527	0.8224538859923719	6	41	germ-line stem cell population maintenance	BP	1.0
GO:0007560	0.3196141908028363	0.9031535342287331	2	10	imaginal disc morphogenesis	BP	1.0
GO:0007281	0.32099003788760927	0.8118461623816977	7	50	germ cell development	BP	1.0
GO:0007310	0.3213384823816974	0.8694679111713012	3	18	oocyte dorsal/ventral axis specification	BP	1.0
GO:0007112	0.32176371262255266	0.8323972729116519	5	34	male meiosis cytokinesis	BP	1.0
GO:0060250	0.324022429257078	0.8671649280640431	3	19	germ-line stem-cell niche homeostasis	BP	1.0
GO:0031167	0.3272921800512002	0.8978190744208017	2	11	rRNA methylation	BP	1.0
GO:0009611	0.3293647043075132	0.8414753345624311	4	29	response to wounding	BP	1.0
GO:0045454	0.33171650732617763	0.861202593103739	3	21	cell redox homeostasis	BP	1.0
GO:0003015	0.3322023149483653	0.8951913327003403	2	11	heart process	BP	1.0
GO:0030381	0.33313136417697853	0.8946905401380193	2	11	chorion-containing eggshell pattern formation	BP	1.0
GO:0006813	0.33330724538025536	0.8619309599403665	3	18	potassium ion transport	BP	1.0
GO:0000915	0.3359397712516021	0.8931697307941657	2	11	actomyosin contractile ring assembly	BP	1.0
GO:0008354	0.33707147414104655	0.8212389556001986	5	34	germ cell migration	BP	1.0
GO:0048100	0.33934629752379203	0.858061291147572	3	18	wing disc anterior/posterior pattern formation	BP	1.0
GO:0030514	0.33975375897697346	0.8353456134420547	4	26	negative regulation of BMP signaling pathway	BP	1.0
GO:0042335	0.34694682919931996	0.8871078144682182	2	11	cuticle development	BP	1.0
GO:0046427	0.3470457863317583	0.8870525806357488	2	11	positive regulation of receptor signaling pathway via JAK-STAT	BP	1.0
GO:0051301	0.3508304168741022	0.8849302844936665	2	11	cell division	BP	1.0
GO:0030716	0.3528082632856996	0.8838135080372167	2	11	oocyte fate determination	BP	1.0
GO:0002082	0.35311363908190924	0.9413454165972552	1	5	regulation of oxidative phosphorylation	BP	1.0
GO:0016203	0.35333508711476813	0.8088131615234941	5	35	muscle attachment	BP	1.0
GO:0007617	0.3547214208779648	0.8814962910650306	2	12	mating behavior	BP	1.0
GO:0016239	0.35624129186647635	0.8818625493849863	2	11	positive regulation of macroautophagy	BP	1.0
GO:0098609	0.3581198602339009	0.7920958080773717	6	45	cell-cell adhesion	BP	1.0
GO:0007622	0.3587720303251517	0.8804141557068237	2	11	rhythmic behavior	BP	1.0
GO:1904263	0.36013948617713326	0.8199486709063282	4	28	positive regulation of TORC1 signaling	BP	1.0
GO:0071702	0.36107831016075886	0.8790866690178467	2	11	organic substance transport	BP	1.0
GO:0007377	0.3610834617082241	0.8790836957292669	2	11	germ-band extension	BP	1.0
GO:0030727	0.36113743964802036	0.8790525394313127	2	11	germarium-derived female germ-line cyst formation	BP	1.0
GO:0035289	0.36190802229691543	0.8786073245100046	2	11	posterior head segmentation	BP	1.0
GO:0007482	0.363378086099913	0.8777557371085369	2	11	haltere development	BP	1.0
GO:0040034	0.3634632350361751	0.8777063215079375	2	11	regulation of development, heterochronic	BP	1.0
GO:0051781	0.3660114479998084	0.9365396824569024	1	5	positive regulation of cell division	BP	1.0
GO:0045924	0.3671654245204655	0.8731718697264779	2	13	regulation of female receptivity	BP	1.0
GO:0019941	0.3677586587723266	0.9335300636365729	1	6	modification-dependent protein catabolic process	BP	1.0
GO:0050832	0.3685618542891791	0.7832511994053312	6	48	defense response to fungus	BP	1.0
GO:0007293	0.3685690166161366	0.8141870762679215	4	27	germarium-derived egg chamber formation	BP	1.0
GO:0098542	0.369403735353952	0.9352377656242042	1	5	defense response to other organism	BP	1.0
GO:0042811	0.3700416666781661	0.938593419936294	1	4	pheromone biosynthetic process	BP	1.0
GO:0071480	0.3728108470149704	0.8708974566500087	2	12	cellular response to gamma radiation	BP	1.0
GO:0072499	0.37308137639346894	0.8108527663505295	4	27	photoreceptor cell axon guidance	BP	1.0
GO:0030104	0.37481310718910776	0.9368264199991547	1	4	water homeostasis	BP	1.0
GO:0061343	0.37744345182484174	0.8681110138328683	2	12	cell adhesion involved in heart morphogenesis	BP	1.0
GO:0006517	0.37861286399582994	0.8674029469516888	2	12	protein deglycosylation	BP	1.0
GO:0007111	0.3800294983059004	0.866542655540959	2	12	meiosis II cytokinesis	BP	1.0
GO:0008542	0.3811545346383509	0.9344304432519965	1	4	visual learning	BP	1.0
GO:0000027	0.38173887304041654	0.8643573702372457	2	13	ribosomal large subunit assembly	BP	1.0
GO:0006400	0.3823532278294922	0.8651254834490341	2	12	tRNA modification	BP	1.0
GO:0014016	0.38432852556010744	0.9332106353262963	1	4	neuroblast differentiation	BP	1.0
GO:0045787	0.38719022674644293	0.9281471988732731	1	5	positive regulation of cell cycle	BP	1.0
GO:0009791	0.38719608871330624	0.9281447878141096	1	5	post-embryonic development	BP	1.0
GO:0050905	0.3881081368659894	0.9277690546270672	1	5	neuromuscular process	BP	1.0
GO:0043052	0.3891500663912948	0.8229409606461785	3	20	thermotaxis	BP	1.0
GO:0043153	0.3892151387307904	0.860896798647973	2	12	entrainment of circadian clock by photoperiod	BP	1.0
GO:0042773	0.390179070196735	0.9269114431022771	1	5	ATP synthesis coupled electron transport	BP	1.0
GO:0030097	0.39242762004898823	0.8588945052008155	2	12	hemopoiesis	BP	1.0
GO:0010841	0.3938537397298408	0.9253743968457295	1	5	positive regulation of circadian sleep/wake cycle, wakefulness	BP	1.0
GO:0051092	0.39473555054220694	0.9250026276656962	1	5	positive regulation of NF-kappaB transcription factor activity	BP	1.0
GO:0045471	0.39525969574830566	0.857117315054237	2	12	response to ethanol	BP	1.0
GO:0007416	0.39816950015073926	0.8158316580026921	3	21	synapse assembly	BP	1.0
GO:0042331	0.3989491227755898	0.8547851990798453	2	12	phototaxis	BP	1.0
GO:0071577	0.3998525921669924	0.8542111836645423	2	12	zinc ion transmembrane transport	BP	1.0
GO:0035099	0.4012560912760106	0.8142407380714696	3	20	hemocyte migration	BP	1.0
GO:0007584	0.4019831942239732	0.9219038249548986	1	5	response to nutrient	BP	1.0
GO:0045464	0.40457124960274105	0.8118258335863101	3	20	R8 cell fate specification	BP	1.0
GO:0033627	0.40604010009411023	0.810091366342797	3	21	cell adhesion mediated by integrin	BP	1.0
GO:0008063	0.4061233475533216	0.8501952513352059	2	12	Toll signaling pathway	BP	1.0
GO:0006182	0.4061867930223243	0.8501543343292068	2	12	cGMP biosynthetic process	BP	1.0
GO:0007168	0.4061867930224684	0.8501543343294125	2	12	receptor guanylyl cyclase signaling pathway	BP	1.0
GO:0030490	0.40711028822715867	0.8472428026390441	2	14	maturation of SSU-rRNA	BP	1.0
GO:0001708	0.40876062520885603	0.7820076818648873	4	31	cell fate specification	BP	1.0
GO:0061061	0.4098993913067572	0.91843017046195	1	5	muscle structure development	BP	1.0
GO:1990399	0.4104043214056806	0.9182054205221163	1	5	epithelium regeneration	BP	1.0
GO:0030730	0.41422086082567505	0.9164941775348001	1	5	sequestering of triglyceride	BP	1.0
GO:1900426	0.41542728068719215	0.9129518375695009	1	6	positive regulation of defense response to bacterium	BP	1.0
GO:0000723	0.4163285941884679	0.80246856064977	3	21	telomere maintenance	BP	1.0
GO:0006744	0.41687199927343144	0.8418850534572936	2	13	ubiquinone biosynthetic process	BP	1.0
GO:0042776	0.41795286013874683	0.9117656311785238	1	6	proton motive force-driven mitochondrial ATP synthesis	BP	1.0
GO:0034462	0.418436789309187	0.9115372018384209	1	6	small-subunit processome assembly	BP	1.0
GO:0050708	0.42033346094560475	0.9137072595825504	1	5	regulation of protein secretion	BP	1.0
GO:0045450	0.42586284382544703	0.8358509186934866	2	13	bicoid mRNA localization	BP	1.0
GO:0007431	0.425871576811116	0.795276687737106	3	21	salivary gland development	BP	1.0
GO:0030719	0.4261512274182337	0.8356554304919263	2	13	P granule organization	BP	1.0
GO:0031508	0.4273455770139752	0.9104393825042021	1	5	pericentric heterochromatin formation	BP	1.0
GO:0007129	0.4284992187935951	0.9067037028387125	1	6	homologous chromosome pairing at meiosis	BP	1.0
GO:0009306	0.4293389988111542	0.7325293914353949	6	50	protein secretion	BP	1.0
GO:0048149	0.43003600815664056	0.7214348233659347	7	55	behavioral response to ethanol	BP	1.0
GO:0044773	0.4304725633529872	0.9089574220311132	1	5	mitotic DNA damage checkpoint signaling	BP	1.0
GO:0040014	0.4305455651527021	0.8326616057406673	2	13	regulation of multicellular organism growth	BP	1.0
GO:0000462	0.4312653299788727	0.7899429678702675	3	23	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	1.0
GO:0006117	0.4312954235841225	0.9085648974208618	1	5	acetaldehyde metabolic process	BP	1.0
GO:0050777	0.4315908071044195	0.9084237322993214	1	5	negative regulation of immune response	BP	1.0
GO:0042176	0.4316328504242975	0.9084036284413406	1	5	regulation of protein catabolic process	BP	1.0
GO:0010470	0.4330387697845114	0.9077297546874719	1	5	regulation of gastrulation	BP	1.0
GO:0042745	0.4340536171359368	0.9072413860680438	1	5	circadian sleep/wake cycle	BP	1.0
GO:0140042	0.4347724927134379	0.906894459564596	1	5	lipid droplet formation	BP	1.0
GO:0048638	0.43489044270477084	0.9068374591348409	1	5	regulation of developmental growth	BP	1.0
GO:0048072	0.4356028246041607	0.8291811373252691	2	13	compound eye pigmentation	BP	1.0
GO:0007540	0.4358162515117538	0.9063892865604459	1	5	sex determination, establishment of X:A ratio	BP	1.0
GO:0051445	0.43629806067998833	0.9061555099275656	1	5	regulation of meiotic cell cycle	BP	1.0
GO:0034968	0.43637821007839445	0.9061165851509398	1	5	histone lysine methylation	BP	1.0
GO:0035222	0.43653208840439545	0.7871033229861041	3	21	wing disc pattern formation	BP	1.0
GO:0046957	0.4383706644320806	0.9051456540537314	1	5	negative phototaxis	BP	1.0
GO:0003014	0.4387597420282426	0.9049553154275292	1	5	renal system process	BP	1.0
GO:0006915	0.4389296283667837	0.7246480882761458	6	48	apoptotic process	BP	1.0
GO:0048802	0.4394608289254242	0.904611729013072	1	5	notum morphogenesis	BP	1.0
GO:0009949	0.43958751794668516	0.9045495577067766	1	5	polarity specification of anterior/posterior axis	BP	1.0
GO:0016255	0.4400692845584915	0.9043129009243731	1	5	attachment of GPI anchor to protein	BP	1.0
GO:0036089	0.44026134858211835	0.9042184501158812	1	5	cleavage furrow formation	BP	1.0
GO:0050974	0.4403300025170484	0.9041846740057833	1	5	detection of mechanical stimulus involved in sensory perception	BP	1.0
GO:0070475	0.44040119152752233	0.9041496426937333	1	5	rRNA base methylation	BP	1.0
GO:0042775	0.4416760301122882	0.9001286839622799	1	6	mitochondrial ATP synthesis coupled electron transport	BP	1.0
GO:0007006	0.4416824110800452	0.9035177773421881	1	5	mitochondrial membrane organization	BP	1.0
GO:0018023	0.44209602315970964	0.9033132304702274	1	5	peptidyl-lysine trimethylation	BP	1.0
GO:0042790	0.44248489189148643	0.9031206687853786	1	5	nucleolar large rRNA transcription by RNA polymerase I	BP	1.0
GO:0046688	0.4449707902451646	0.8984403386362082	1	6	response to copper ion	BP	1.0
GO:0009620	0.44519412141047376	0.8212729477937799	2	14	response to fungus	BP	1.0
GO:0051383	0.44549009038145704	0.9016243040007447	1	5	kinetochore organization	BP	1.0
GO:0031023	0.44575028719056103	0.9014940573819332	1	5	microtubule organizing center organization	BP	1.0
GO:0030166	0.4461255684497864	0.9013060093529304	1	5	proteoglycan biosynthetic process	BP	1.0
GO:0007303	0.44673343338729554	0.8213878857487533	2	13	cytoplasmic transport, nurse cell to oocyte	BP	1.0
GO:0071586	0.4467864511361229	0.9009742940908344	1	5	CAAX-box protein processing	BP	1.0
GO:0008069	0.4468084954295294	0.821334704856627	2	13	dorsal/ventral axis specification, ovarian follicular epithelium	BP	1.0
GO:0019934	0.44746920745647856	0.8208662322565909	2	13	cGMP-mediated signaling	BP	1.0
GO:0007631	0.44748674513914527	0.9006220215883436	1	5	feeding behavior	BP	1.0
GO:0032367	0.44770684242447323	0.8945625446971632	1	7	intracellular cholesterol transport	BP	1.0
GO:0007057	0.4477400698106678	0.9004943935807916	1	5	spindle assembly involved in female meiosis I	BP	1.0
GO:0072334	0.44900793033328384	0.8998540565885282	1	5	UDP-galactose transmembrane transport	BP	1.0
GO:0045814	0.4491633789009184	0.8997753660386404	1	5	negative regulation of gene expression, epigenetic	BP	1.0
GO:2001234	0.4493023787288164	0.899704968648688	1	5	negative regulation of apoptotic signaling pathway	BP	1.0
GO:0098869	0.4497622023717093	0.8959529519409223	1	6	cellular oxidant detoxification	BP	1.0
GO:0016266	0.45047397261511385	0.8991103498763784	1	5	O-glycan processing	BP	1.0
GO:0035073	0.45083383657548404	0.8172455697871718	2	14	pupariation	BP	1.0
GO:0032790	0.45154262516372684	0.898566013429132	1	5	ribosome disassembly	BP	1.0
GO:0046716	0.4515766792965882	0.7472572916550646	4	31	muscle cell cellular homeostasis	BP	1.0
GO:0031119	0.4521292815337287	0.8982663918861411	1	5	tRNA pseudouridine synthesis	BP	1.0
GO:0071632	0.45222628298863465	0.8982167960093702	1	5	optomotor response	BP	1.0
GO:0043488	0.45225541919076256	0.8982018959290734	1	5	regulation of mRNA stability	BP	1.0
GO:0007630	0.45264820863684413	0.898000889296495	1	5	jump response	BP	1.0
GO:0097190	0.45364527238894975	0.8939089672809786	1	6	apoptotic signaling pathway	BP	1.0
GO:0060810	0.453695977467563	0.8974634580655811	1	5	intracellular mRNA localization involved in pattern specification process	BP	1.0
GO:0070328	0.45382501634558914	0.7449898472240113	4	32	triglyceride homeostasis	BP	1.0
GO:0048644	0.4538966573579624	0.8973603166702939	1	5	muscle organ morphogenesis	BP	1.0
GO:0048865	0.45397497171911	0.897320048178005	1	5	stem cell fate commitment	BP	1.0
GO:0072583	0.45398521876901404	0.8149743359436932	2	14	clathrin-dependent endocytosis	BP	1.0
GO:0008286	0.45403916323257115	0.7444517021812951	4	33	insulin receptor signaling pathway	BP	1.0
GO:0007616	0.45405103889371445	0.6827093846478479	9	74	long-term memory	BP	1.0
GO:0045998	0.4541084351242107	0.8936634727800143	1	6	positive regulation of ecdysteroid biosynthetic process	BP	1.0
GO:0010804	0.4541739730569768	0.897217677996993	1	5	negative regulation of tumor necrosis factor-mediated signaling pathway	BP	1.0
GO:0006085	0.45419393342062325	0.897207406375004	1	5	acetyl-CoA biosynthetic process	BP	1.0
GO:0040016	0.4543563155769971	0.8971238199333487	1	5	embryonic cleavage	BP	1.0
GO:0050806	0.45448452441155696	0.8970577934310155	1	5	positive regulation of synaptic transmission	BP	1.0
GO:0007419	0.4544889221564813	0.6823092013055598	9	74	ventral cord development	BP	1.0
GO:0071481	0.4545098315454519	0.8970447572597064	1	5	cellular response to X-ray	BP	1.0
GO:0008293	0.45451067339685514	0.7723048541092076	3	22	torso signaling pathway	BP	1.0
GO:0030576	0.45455815881236716	0.8970198600245415	1	5	Cajal body organization	BP	1.0
GO:0008277	0.4546219168969345	0.8969870072460038	1	5	regulation of G protein-coupled receptor signaling pathway	BP	1.0
GO:0030029	0.45468657720673733	0.8969536826913268	1	5	actin filament-based process	BP	1.0
GO:1903391	0.45479420546485605	0.8968981980135504	1	5	regulation of adherens junction organization	BP	1.0
GO:0009113	0.4549338157746998	0.8968261973289626	1	5	purine nucleobase biosynthetic process	BP	1.0
GO:0000963	0.455021381697649	0.8967810208161053	1	5	mitochondrial RNA processing	BP	1.0
GO:1901642	0.4550548880036318	0.8967637310720796	1	5	nucleoside transmembrane transport	BP	1.0
GO:2000738	0.45505935856759705	0.8967614240633015	1	5	positive regulation of stem cell differentiation	BP	1.0
GO:0097104	0.45506380192716916	0.8967591310437011	1	5	postsynaptic membrane assembly	BP	1.0
GO:0001932	0.455070382525853	0.8967557350463156	1	5	regulation of protein phosphorylation	BP	1.0
GO:0030206	0.45507058829540553	0.8967556288547114	1	5	chondroitin sulfate biosynthetic process	BP	1.0
GO:0036090	0.45507058829540553	0.8967556288548713	1	5	cleavage furrow ingression	BP	1.0
GO:0048499	0.45507058829540553	0.8967556288550316	1	5	synaptic vesicle membrane organization	BP	1.0
GO:0001742	0.4550705882954056	0.8967556288547115	1	5	oenocyte differentiation	BP	1.0
GO:0007210	0.4550705882954056	0.8967556288550309	1	5	serotonin receptor signaling pathway	BP	1.0
GO:0035310	0.4550705882954056	0.8967556288548715	1	5	notum cell fate specification	BP	1.0
GO:0042688	0.4550705882954056	0.8967556288550315	1	5	crystal cell differentiation	BP	1.0
GO:0048311	0.4550705882954056	0.8967556288543914	1	5	mitochondrion distribution	BP	1.0
GO:0048546	0.4550705882954056	0.8967556288547115	1	5	digestive tract morphogenesis	BP	1.0
GO:0048699	0.4550705882954056	0.8967556288545515	1	5	generation of neurons	BP	1.0
GO:0007414	0.45507058829540564	0.8967556288550314	1	5	axonal defasciculation	BP	1.0
GO:0045873	0.4550705883033353	0.8967556288466219	1	5	negative regulation of sevenless signaling pathway	BP	1.0
GO:0008335	0.45507058830333535	0.8967556288469417	1	5	female germline ring canal stabilization	BP	1.0
GO:0010526	0.45507058830333535	0.8967556288466216	1	5	negative regulation of transposition, RNA-mediated	BP	1.0
GO:0042065	0.45507058830333535	0.8967556288466211	1	5	glial cell growth	BP	1.0
GO:0007344	0.4550705883033354	0.8967556288469416	1	5	pronuclear fusion	BP	1.0
GO:0050830	0.4576013361028408	0.7208999042324095	5	48	defense response to Gram-positive bacterium	BP	1.0
GO:0019509	0.4586973884180341	0.8912115213633784	1	6	L-methionine salvage from methylthioadenosine	BP	1.0
GO:0007088	0.4594430199166402	0.7683479756755739	3	22	regulation of mitotic nuclear division	BP	1.0
GO:1903688	0.4618562581205669	0.7190169977514491	5	40	positive regulation of border follicle cell migration	BP	1.0
GO:0007166	0.4631822099504618	0.7374660963878124	4	31	cell surface receptor signaling pathway	BP	1.0
GO:0007435	0.46358311163003824	0.7029532543168946	6	48	salivary gland morphogenesis	BP	1.0
GO:0002814	0.46456194859853756	0.8880256889303602	1	6	negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	BP	1.0
GO:0007494	0.46734125643013336	0.7339180850896294	4	31	midgut development	BP	1.0
GO:0016126	0.4690200067587955	0.8855642297801205	1	6	sterol biosynthetic process	BP	1.0
GO:0019915	0.46925990178594873	0.8037523884260008	2	14	lipid storage	BP	1.0
GO:0042691	0.46934493099131613	0.8853834763529108	1	6	positive regulation of crystal cell differentiation	BP	1.0
GO:0005978	0.4696028562688799	0.8852398629227234	1	6	glycogen biosynthetic process	BP	1.0
GO:0061060	0.46984562301959154	0.7313753758505717	4	32	negative regulation of peptidoglycan recognition protein signaling pathway	BP	1.0
GO:0046330	0.47488129239262844	0.7270324549774008	4	32	positive regulation of JNK cascade	BP	1.0
GO:0045198	0.4749439853383763	0.8822397076787072	1	6	establishment of epithelial cell apical/basal polarity	BP	1.0
GO:0060074	0.4761655501773993	0.8815464856070383	1	6	synapse maturation	BP	1.0
GO:0016540	0.47622344191953847	0.8815135672558146	1	6	protein autoprocessing	BP	1.0
GO:0098930	0.4766004427813195	0.8812990521058945	1	6	axonal transport	BP	1.0
GO:0030308	0.47703389072893887	0.7979035902691981	2	14	negative regulation of cell growth	BP	1.0
GO:0030720	0.4778404265915677	0.7972914231892165	2	14	oocyte localization involved in germarium-derived egg chamber formation	BP	1.0
GO:0006890	0.4780433033003494	0.7524839500023128	3	23	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	BP	1.0
GO:0034614	0.4798205463219457	0.8794565087612002	1	6	cellular response to reactive oxygen species	BP	1.0
GO:0034067	0.48032749660571133	0.8791647480982268	1	6	protein localization to Golgi apparatus	BP	1.0
GO:0045199	0.4816336777295871	0.8784108947316108	1	6	maintenance of epithelial cell apical/basal polarity	BP	1.0
GO:0042632	0.48323227316656475	0.7920180304756614	2	15	cholesterol homeostasis	BP	1.0
GO:0007638	0.4832893305771337	0.7931290594334641	2	14	mechanosensory behavior	BP	1.0
GO:0016973	0.4853730090662609	0.7893563069416771	2	16	poly(A)+ mRNA export from nucleus	BP	1.0
GO:0030509	0.48577534930645144	0.7912145543192457	2	14	BMP signaling pathway	BP	1.0
GO:0060395	0.4857753493070036	0.791214554318693	2	14	SMAD protein signal transduction	BP	1.0
GO:0003383	0.4870816215516289	0.7902046828154567	2	14	apical constriction	BP	1.0
GO:0016063	0.4873125884808496	0.7888578123313954	2	15	rhodopsin biosynthetic process	BP	1.0
GO:0048640	0.4877100194730545	0.8748636123825232	1	6	negative regulation of developmental growth	BP	1.0
GO:0007368	0.4885920217051707	0.8743431550679225	1	6	determination of left/right symmetry	BP	1.0
GO:0030011	0.48941160064761796	0.8738582627109588	1	6	maintenance of cell polarity	BP	1.0
GO:0000070	0.4901635625826196	0.7136644348425216	4	32	mitotic sister chromatid segregation	BP	1.0
GO:0035176	0.49126198068931004	0.872758999502406	1	6	social behavior	BP	1.0
GO:2000736	0.4934756518970947	0.7840346112129057	2	15	regulation of stem cell differentiation	BP	1.0
GO:0035435	0.4935575914260648	0.7839700791020949	2	15	phosphate ion transmembrane transport	BP	1.0
GO:0042325	0.4947366537955763	0.8706778081651542	1	6	regulation of phosphorylation	BP	1.0
GO:0008156	0.4958961039859554	0.8669582229874111	1	7	negative regulation of DNA replication	BP	1.0
GO:0051496	0.49685055262016675	0.8694007648405803	1	6	positive regulation of stress fiber assembly	BP	1.0
GO:0015937	0.4985855467404592	0.8683464272276872	1	6	coenzyme A biosynthetic process	BP	1.0
GO:0048478	0.4987807249005051	0.8682274688081473	1	6	replication fork protection	BP	1.0
